DeviceId,Company_Name,SOC,Odometer,latitude,longitude,population,Region,Manufacturing_Date,On_Road_Since,Expiry_Date
VIM-960,Qquick,77.34886188,82.69022109,12.70001328,77.29690329,959,Bangalore,27-Aug-19,13-Dec-19,15-Aug-43
VIM-961,Evy Mobility,77.08964004,72.61320851,12.77085888,77.33742455,960,Bangalore,15-Jan-20,30-Jan-20,24-Nov-40
VIM-962,Campus Share,72.37131722,34.88195539,12.71855471,77.83293256,961,Bangalore,20-Aug-19,31-Jan-20,7-Feb-41
VIM-963,Bounce Share,78.07203261,93.67834039,12.70368807,77.99064412,962,Bangalore,20-Dec-19,24-Jan-20,11-Sep-43
VIM-964,Kerala Automotive Limited,78.50607547,40.24680569,13.07728883,77.56489128,963,Bangalore,13-Dec-19,12-Dec-19,11-Apr-42
VIM-965,Vecmocon Technologies,71.47987801,23.63498825,12.58181075,77.90772867,964,Bangalore,3-Oct-19,11-Dec-19,20-Jan-45
VIM-966,Napino-Hero,76.64106179,34.38703471,12.92470684,77.8694986,965,Bangalore,23-Dec-19,7-Jan-20,28-Mar-42
VIM-967,Q.Te Bikes,80.684353,71.30806706,12.89017184,77.28494574,966,Bangalore,26-Aug-19,18-Jan-20,24-Apr-44
VIM-968,Napino-Hero,73.92241667,46.12192349,12.9859198,77.40754311,967,Bangalore,1-Oct-19,19-Dec-19,6-Oct-42
VIM-969,Vecmocon Technologies,79.3890521,55.42576678,12.82431448,77.82114465,968,Bangalore,8-Dec-19,18-Jan-20,8-Apr-43
VIM-970,Bounce Share,78.75455273,67.36635529,13.3260729,77.77382333,969,Bangalore,16-Jan-20,9-Jan-20,17-Feb-43
VIM-971,Evy Mobility,71.01871072,37.54479505,12.88412286,77.48582315,970,Bangalore,1-Nov-19,25-Jan-20,27-Nov-42
VIM-972,Evy Mobility,70.17714336,89.86714704,13.02257389,77.56993507,971,Bangalore,3-Dec-19,15-Jan-20,24-Sep-43
VIM-973,Napino-Bajaj,75.84723102,2.160445244,12.62797285,77.44602819,972,Bangalore,9-Jan-20,31-Jan-20,2-Mar-42
VIM-974,Q.Te Bikes,73.36277516,27.99478877,12.80973444,77.78346417,973,Bangalore,28-Sep-19,25-Dec-19,8-Feb-43
VIM-975,Qquick,80.45447176,45.46816409,12.75942448,77.23095094,974,Bangalore,5-Oct-19,2-Jan-20,18-Jan-45
VIM-976,Napino-Bajaj,73.23686259,59.80696305,13.33078537,77.80246993,975,Bangalore,28-Aug-19,13-Dec-19,27-Jul-41
VIM-977,Vecmocon Technologies,78.09379656,41.05183121,12.57334997,77.54305705,976,Bangalore,24-Dec-19,9-Jan-20,31-Jan-43
VIM-978,Evy Mobility,79.3466893,49.015824,13.10236097,77.89313285,977,Bangalore,22-Aug-19,26-Jan-20,4-Jun-43
VIM-979,Qquick,80.3072259,7.566188977,12.69065753,77.39242826,978,Bangalore,9-Dec-19,21-Dec-19,9-Jul-41
VIM-980,Campus Share,78.38100242,73.99119312,13.14266867,77.79777707,979,Bangalore,3-Jan-20,1-Feb-20,19-Sep-42
VIM-981,Bounce Share,77.66257235,49.29547884,13.30752257,77.38901975,980,Bangalore,12-Aug-19,12-Jan-20,3-Mar-43
VIM-982,Vecmocon Technologies,72.12963898,2.957500462,13.34289675,77.82304462,981,Bangalore,27-Aug-19,16-Jan-20,31-Jan-44
VIM-983,Napino-Bajaj,69.79698711,8.591474856,12.73523529,77.2629487,982,Bangalore,24-Jan-20,22-Dec-19,25-Dec-42
VIM-984,Bounce Share,71.52158418,20.72823177,12.8030569,77.23757053,983,Bangalore,21-Aug-19,23-Dec-19,18-Jan-41
VIM-985,Napino-Hero,75.74410702,88.8445623,13.17222004,77.28286298,984,Bangalore,15-Sep-19,16-Dec-19,26-Jun-42
VIM-986,Vecmocon Technologies,69.97300197,91.79054642,12.99838037,77.68794058,985,Bangalore,7-Oct-19,16-Jan-20,13-Oct-43
VIM-987,Bounce Share,75.82811374,88.01498522,12.9826524,77.60463404,986,Bangalore,25-Oct-19,12-Jan-20,30-Jul-42
VIM-988,Bounce Share,71.19866823,24.81586255,12.8298369,77.25822792,987,Bangalore,17-Jan-20,9-Jan-20,6-Jun-41
VIM-989,Campus Share,76.46668028,40.61760378,13.12773138,77.95343312,988,Bangalore,22-Jan-20,2-Dec-19,4-Oct-40
VIM-990,Q.Te Bikes,74.43534685,39.78443777,13.11550495,77.7602919,989,Bangalore,29-Oct-19,23-Jan-20,24-Feb-44
VIM-991,Qquick,74.60572829,17.37410266,12.61647874,77.73033189,990,Bangalore,8-Dec-19,2-Jan-20,4-Dec-43
VIM-992,Campus Share,71.76166534,19.72519602,13.33035793,77.96447827,991,Bangalore,12-Dec-19,21-Jan-20,16-Jan-44
VIM-993,Vecmocon Technologies,73.8289472,27.97150561,12.9430599,77.85079205,992,Bangalore,16-Jan-20,24-Dec-19,26-Dec-43
VIM-994,Evy Mobility,70.97942252,47.80129151,12.7994599,77.61270392,993,Bangalore,17-Jan-20,23-Jan-20,3-Aug-42
VIM-995,Vecmocon Technologies,69.30627823,33.36158113,12.87319268,77.56349488,994,Bangalore,6-Nov-19,10-Jan-20,30-Aug-40
VIM-996,Napino-Hero,71.29150181,61.34909927,13.24922952,77.68138997,995,Bangalore,1-Jan-20,1-Feb-20,31-Mar-44
VIM-997,Napino-Bajaj,72.60861925,85.72580371,12.63650529,77.65349589,996,Bangalore,27-Dec-19,30-Jan-20,2-Feb-42
VIM-998,Campus Share,73.4814211,28.4345729,12.98457546,77.51985743,997,Bangalore,6-Jan-20,19-Dec-19,28-May-41
VIM-999,Napino-Hero,74.56080104,9.260319077,12.85189048,77.73255883,998,Bangalore,12-Sep-19,11-Dec-19,13-Jan-43
VIM-1000,Vogo,72.83501806,80.5985077,12.89290423,77.33278648,999,Bangalore,7-Sep-19,6-Dec-19,18-Jan-42
VIM-1001,Napino-Hero,72.29671033,48.81839086,16.9971072,78.59288891,1000,Hyderabad,14-Oct-19,21-Dec-19,8-May-41
VIM-1002,Q.Te Bikes,70.5308787,51.57282182,17.47460228,78.86035927,1001,Hyderabad,3-Aug-19,11-Dec-19,17-Apr-43
VIM-1003,Napino-Hero,81.57527019,57.43699326,17.51261648,78.38588632,1002,Hyderabad,23-Aug-19,25-Dec-19,22-Oct-41
VIM-1004,Napino-Hero,69.03944875,96.33443363,17.34587502,78.74746531,1003,Hyderabad,20-Aug-19,11-Jan-20,21-May-43
VIM-1005,Bounce Share,79.00653363,0.945565557,17.10046674,78.09236843,1004,Hyderabad,10-Aug-19,7-Jan-20,12-Mar-43
VIM-1006,Napino-Hero,69.36370723,4.394659858,17.75505161,78.82121056,1005,Hyderabad,5-Aug-19,19-Dec-19,12-Nov-44
VIM-1007,Bounce Share,80.91879112,68.54911051,17.47653001,78.88564117,1006,Hyderabad,6-Dec-19,3-Dec-19,1-Dec-44
VIM-1008,Bounce Share,81.23367866,91.40631153,17.08129345,78.51495693,1007,Hyderabad,6-Sep-19,26-Dec-19,30-May-43
VIM-1009,Vecmocon Technologies,75.61155434,33.37611169,17.5516088,78.79315149,1008,Hyderabad,9-Jan-20,19-Jan-20,18-Apr-41
VIM-1010,Campus Share,69.17208146,75.07652379,17.43610982,78.84370435,1009,Hyderabad,29-Jan-20,5-Jan-20,8-Jun-44
VIM-1011,Vogo,77.19989794,69.81608505,17.33299543,78.11640062,1010,Hyderabad,20-Nov-19,20-Jan-20,29-Nov-44
VIM-1012,Bounce Share,76.83019477,56.7869459,17.73217753,78.82444256,1011,Hyderabad,10-Sep-19,26-Jan-20,16-Nov-42
VIM-1013,Campus Share,80.25477912,24.86481683,17.19309902,78.84047188,1012,Hyderabad,13-Dec-19,24-Dec-19,7-Jun-41
VIM-1014,Vogo,81.91361514,80.22067246,17.57277587,78.85970122,1013,Hyderabad,1-Sep-19,31-Jan-20,11-Dec-40
VIM-1015,Napino-Hero,77.22479645,6.164178413,16.99223604,78.88004839,1014,Hyderabad,20-Dec-19,8-Jan-20,2-Jan-43
VIM-1016,Q.Te Bikes,78.59158126,20.95034457,17.21941772,78.40191468,1015,Hyderabad,21-Jan-20,30-Dec-19,13-Dec-44
VIM-1017,Q.Te Bikes,77.00212727,97.11183471,17.19838869,78.51069539,1016,Hyderabad,5-Jan-20,30-Dec-19,27-Sep-40
VIM-1018,Campus Share,71.29696079,89.60661357,17.3391596,78.84854824,1017,Hyderabad,7-Jan-20,20-Dec-19,4-Nov-40
VIM-1019,Napino-Hero,75.89984351,50.98013563,17.08738756,78.09286668,1018,Hyderabad,31-Aug-19,29-Dec-19,25-Aug-44
VIM-1020,Napino-Hero,74.51483984,96.10046955,17.11428332,78.46892496,1019,Hyderabad,9-Nov-19,31-Dec-19,5-Jan-41
VIM-1021,Vecmocon Technologies,75.38854583,81.96655956,17.51453958,78.10755737,1020,Hyderabad,5-Oct-19,15-Jan-20,20-Jan-43
VIM-1022,Bounce Share,76.45576451,4.564934113,17.18767114,78.353503,1021,Hyderabad,2-Aug-19,1-Jan-20,12-Feb-41
VIM-1023,Vogo,77.66446259,29.91208063,17.06703995,78.64187994,1022,Hyderabad,12-Dec-19,21-Jan-20,9-Mar-41
VIM-1024,Napino-Bajaj,78.7573058,34.71407516,17.69958179,78.16214384,1023,Hyderabad,2-Jan-20,21-Dec-19,11-Apr-41
VIM-1025,Campus Share,74.90609009,25.0435041,17.2063563,78.12121376,1024,Hyderabad,28-Nov-19,28-Dec-19,3-May-41
VIM-1026,Vecmocon Technologies,74.55489988,26.96042807,17.03233426,78.30976567,1025,Hyderabad,21-Dec-19,14-Dec-19,12-Aug-44
VIM-1027,Bounce Share,74.97954971,55.01068614,17.35708246,78.60066455,1026,Hyderabad,25-Oct-19,30-Dec-19,6-Sep-41
VIM-1028,Qquick,77.8239827,5.019690466,17.72298439,78.5490275,1027,Hyderabad,2-Dec-19,17-Jan-20,30-Aug-44
VIM-1029,Evy Mobility,79.48724358,28.80654202,17.59192061,78.11717744,1028,Hyderabad,26-Aug-19,3-Jan-20,9-Jun-43
VIM-1030,Napino-Hero,76.40720143,32.34682568,17.52738328,78.66327204,1029,Hyderabad,2-Nov-19,24-Jan-20,14-Feb-42
VIM-1031,Vecmocon Technologies,76.97902135,96.77753224,17.16176132,78.75819661,1030,Hyderabad,3-Nov-19,2-Dec-19,11-Aug-40
VIM-1032,Q.Te Bikes,79.61977007,78.58305946,17.30305162,78.50712518,1031,Hyderabad,1-Oct-19,31-Jan-20,31-Mar-41
VIM-1033,Qquick,77.54564377,28.74218764,17.34687841,78.74688352,1032,Hyderabad,16-Sep-19,25-Dec-19,12-Sep-42
VIM-1034,Q.Te Bikes,73.63527898,11.10587966,16.99528501,78.0956874,1033,Hyderabad,27-Nov-19,28-Dec-19,24-Jan-44
VIM-1035,Q.Te Bikes,79.56428105,91.89595685,17.67643926,78.72681646,1034,Hyderabad,18-Nov-19,17-Jan-20,24-Oct-40
VIM-1036,Napino-Hero,80.8496803,65.17577782,17.21490441,78.7020659,1035,Hyderabad,22-Aug-19,5-Jan-20,26-Jul-44
VIM-1037,Q.Te Bikes,77.68581412,64.09854199,17.17117426,78.56970751,1036,Hyderabad,23-Jan-20,28-Jan-20,28-Feb-41
VIM-1038,Campus Share,75.51678149,42.73809757,17.46150204,78.44606265,1037,Hyderabad,22-Sep-19,7-Dec-19,28-Sep-44
VIM-1039,Kerala Automotive Limited,80.97287512,56.05909395,17.47033226,78.50224694,1038,Hyderabad,3-Oct-19,19-Dec-19,10-Nov-40
VIM-1040,Evy Mobility,71.99720531,26.98514613,17.05711591,78.41745356,1039,Hyderabad,30-Nov-19,26-Jan-20,30-Nov-40
VIM-1041,Bounce Share,77.10815213,19.82842298,17.60804782,78.54080497,1040,Hyderabad,30-Dec-19,28-Dec-19,16-Sep-44
VIM-1042,Bounce Share,81.91698613,62.74250816,17.57538242,78.60573932,1041,Hyderabad,21-Aug-19,30-Dec-19,8-Nov-43
VIM-1043,Campus Share,78.14737382,37.2586636,17.52194821,78.25164853,1042,Hyderabad,23-Jan-20,9-Jan-20,25-Aug-43
VIM-1044,Napino-Bajaj,74.1204838,13.87030273,17.66502606,78.78808407,1043,Hyderabad,21-Jan-20,1-Jan-20,24-Jan-43
VIM-1045,Kerala Automotive Limited,80.44116572,69.42309222,17.75484486,78.47945069,1044,Hyderabad,5-Oct-19,1-Jan-20,12-Apr-41
VIM-1046,Evy Mobility,70.64405338,50.93908818,17.13931124,78.42759155,1045,Hyderabad,27-Sep-19,14-Jan-20,10-Sep-40
VIM-1047,Evy Mobility,80.69122484,61.632268,17.17527922,78.68302777,1046,Hyderabad,12-Jan-20,7-Dec-19,18-Jul-41
VIM-1048,Bounce Share,70.67731658,41.07863544,17.03839284,78.87428735,1047,Hyderabad,13-Oct-19,10-Dec-19,29-Sep-43
VIM-1049,Napino-Bajaj,73.54324675,86.25362091,17.4063701,78.18342618,1048,Hyderabad,9-Dec-19,18-Jan-20,15-Apr-43
VIM-1050,Qquick,69.46945342,4.43099508,17.27947638,78.09083858,1049,Hyderabad,16-Jan-20,29-Dec-19,12-Jul-41
VIM-1051,Kerala Automotive Limited,76.92793294,21.77906209,17.06211932,78.51099962,1050,Hyderabad,12-Dec-19,4-Jan-20,26-Sep-42
VIM-1052,Qquick,73.24213324,80.70406404,17.76041282,78.34711153,1051,Hyderabad,18-Jan-20,25-Jan-20,27-Sep-41
VIM-1053,Qquick,80.98715332,20.90445955,17.06535087,78.74835239,1052,Hyderabad,26-Jan-20,28-Dec-19,22-Mar-44
VIM-1054,Vecmocon Technologies,76.52652364,8.25939897,17.22640754,78.74910303,1053,Hyderabad,18-Nov-19,8-Dec-19,14-Aug-42
VIM-1055,Vecmocon Technologies,73.43989555,52.97297959,17.16082935,78.79108721,1054,Hyderabad,31-Aug-19,23-Jan-20,5-Apr-42
VIM-1056,Bounce Share,80.26923694,39.07174681,17.2029077,78.23756387,1055,Hyderabad,17-Dec-19,26-Dec-19,19-Jun-43
VIM-1057,Bounce Share,78.62973916,15.18197433,17.06533304,78.19574866,1056,Hyderabad,22-Oct-19,18-Dec-19,3-Apr-44
VIM-1058,Kerala Automotive Limited,72.38787311,90.19282527,17.11281696,78.55069034,1057,Hyderabad,25-Aug-19,25-Jan-20,26-May-44
VIM-1059,Vecmocon Technologies,74.51932142,0.581947457,17.02556906,78.81503515,1058,Hyderabad,12-Jan-20,10-Dec-19,15-Feb-44
VIM-1060,Kerala Automotive Limited,81.08564982,46.09374994,17.30729589,78.49031898,1059,Hyderabad,5-Aug-19,14-Dec-19,4-Jun-43
VIM-1061,Vecmocon Technologies,70.82409119,69.91351068,17.31693524,78.24674251,1060,Hyderabad,30-Jan-20,25-Dec-19,17-Feb-44
VIM-1062,Evy Mobility,76.42771819,59.92468605,17.63539252,78.72873087,1061,Hyderabad,6-Dec-19,5-Dec-19,11-Feb-43
VIM-1063,Evy Mobility,72.22067081,33.80051562,17.44872896,78.69868157,1062,Hyderabad,10-Aug-19,28-Jan-20,16-Sep-44
VIM-1064,Qquick,70.87784475,20.22925232,17.24048025,78.84855242,1063,Hyderabad,1-Oct-19,27-Dec-19,25-Oct-44
VIM-1065,Bounce Share,77.52270886,21.58923445,17.39452583,78.19177828,1064,Hyderabad,2-Oct-19,11-Jan-20,6-Aug-44
VIM-1066,Qquick,69.54719392,47.32799086,17.07948495,78.79803508,1065,Hyderabad,25-Dec-19,11-Jan-20,15-Sep-41
VIM-1067,Kerala Automotive Limited,73.38575571,72.34769261,17.25698222,78.64606549,1066,Hyderabad,25-Sep-19,9-Dec-19,29-Nov-43
VIM-1068,Bounce Share,76.26040607,98.0189943,17.27981869,78.32774327,1067,Hyderabad,7-Nov-19,29-Dec-19,24-Apr-44
VIM-1069,Kerala Automotive Limited,78.88599728,25.45945107,17.5613103,78.33422307,1068,Hyderabad,25-Aug-19,13-Jan-20,15-Aug-43
VIM-1070,Napino-Bajaj,80.37231443,39.20484231,17.28660544,78.82963716,1069,Hyderabad,14-Jan-20,7-Jan-20,22-Jul-41
VIM-1071,Campus Share,69.29802016,13.76351516,17.17471528,78.39257046,1070,Hyderabad,21-Sep-19,7-Jan-20,9-May-42
VIM-1072,Napino-Bajaj,80.71523341,1.150389521,17.05186284,78.36509493,1071,Hyderabad,17-Sep-19,10-Jan-20,21-Mar-41
VIM-1073,Qquick,79.01042049,20.20730209,17.73451433,78.38139707,1072,Hyderabad,20-Sep-19,22-Jan-20,19-Jun-41
VIM-1074,Campus Share,72.60661251,31.06075554,17.13776071,78.67945341,1073,Hyderabad,23-Jan-20,2-Dec-19,21-Mar-43
VIM-1075,Vecmocon Technologies,78.89219135,45.30719206,17.61653392,78.54180727,1074,Hyderabad,27-Aug-19,7-Jan-20,23-Dec-44
VIM-1076,Kerala Automotive Limited,69.89744335,18.31752748,17.25592957,78.33281756,1075,Hyderabad,9-Nov-19,25-Dec-19,30-Jun-43
VIM-1077,Q.Te Bikes,74.42328702,79.86209192,17.54941302,78.12798153,1076,Hyderabad,27-Dec-19,31-Jan-20,15-Nov-42
VIM-1078,Bounce Share,71.87758739,18.34787123,17.19869498,78.5732483,1077,Hyderabad,20-Sep-19,16-Dec-19,11-Mar-42
VIM-1079,Campus Share,75.04176978,27.69484656,17.78315921,78.55175155,1078,Hyderabad,16-Nov-19,3-Jan-20,27-Apr-43
VIM-1080,Kerala Automotive Limited,72.58064714,8.044336269,17.76111875,78.54773424,1079,Hyderabad,15-Sep-19,25-Dec-19,3-Sep-42
VIM-1081,Napino-Hero,70.92557773,63.0119605,17.67283242,78.84104497,1080,Hyderabad,16-Aug-19,30-Jan-20,25-Sep-42
VIM-1082,Bounce Share,69.14313588,49.16107514,17.70116504,78.30984506,1081,Hyderabad,15-Jan-20,13-Dec-19,29-Oct-41
VIM-1083,Q.Te Bikes,79.69131762,77.3108822,17.48204732,78.34898381,1082,Hyderabad,31-Oct-19,1-Dec-19,26-Dec-40
VIM-1084,Campus Share,79.89778888,14.23059342,17.45729546,78.15365494,1083,Hyderabad,31-Aug-19,15-Dec-19,12-Jun-44
VIM-1085,Qquick,71.59474333,3.130108769,17.60863472,78.48332361,1084,Hyderabad,25-Oct-19,28-Jan-20,10-Jan-43
VIM-1086,Vogo,80.52079258,17.83224174,17.52591818,78.63499153,1085,Hyderabad,21-Jan-20,6-Jan-20,5-Oct-42
VIM-1087,Vogo,76.68984049,24.1668736,17.26824301,78.27745697,1086,Hyderabad,1-Nov-19,1-Jan-20,4-Feb-44
VIM-1088,Campus Share,81.02487578,58.05467001,17.39305484,78.74604934,1087,Hyderabad,14-Sep-19,10-Dec-19,7-Nov-44
VIM-1089,Evy Mobility,75.07794085,77.81397945,17.06057947,78.2688879,1088,Hyderabad,6-Nov-19,25-Jan-20,4-Apr-42
VIM-1090,Campus Share,78.65964595,82.49249612,17.34565519,78.53403028,1089,Hyderabad,12-Dec-19,2-Jan-20,30-Jun-44
VIM-1091,Bounce Share,75.56970265,24.40934728,17.63976672,78.21786083,1090,Hyderabad,1-Sep-19,30-Jan-20,11-Oct-43
VIM-1092,Napino-Bajaj,77.5124001,88.77907693,17.35415076,78.42361055,1091,Hyderabad,25-Dec-19,17-Dec-19,11-Oct-42
VIM-1093,Q.Te Bikes,72.5576634,3.123137212,17.47020732,78.26637324,1092,Hyderabad,7-Oct-19,6-Jan-20,26-Nov-44
VIM-1094,Napino-Hero,76.97439458,47.05470561,17.55819336,78.20963398,1093,Hyderabad,11-Dec-19,23-Dec-19,31-Jan-41
VIM-1095,Q.Te Bikes,77.84831483,25.17712235,17.09367872,78.16579603,1094,Hyderabad,13-Sep-19,14-Dec-19,29-Oct-44
VIM-1096,Bounce Share,69.07209547,18.98902558,17.01725845,78.2703485,1095,Hyderabad,15-Jan-20,26-Dec-19,29-Oct-41
VIM-1097,Vecmocon Technologies,80.74150958,5.437384979,17.61015267,78.18523749,1096,Hyderabad,13-Jan-20,31-Jan-20,28-May-44
VIM-1098,Vogo,77.18981504,78.75821199,17.76930279,78.16349083,1097,Hyderabad,20-Aug-19,28-Dec-19,18-Aug-40
VIM-1099,Vogo,72.15466985,30.20712901,17.32600406,78.62436267,1098,Hyderabad,19-Sep-19,19-Jan-20,18-Apr-44
VIM-1100,Qquick,69.71227513,1.861154448,17.34255321,78.1735507,1099,Hyderabad,6-Oct-19,2-Jan-20,25-Sep-44
VIM-1101,Napino-Bajaj,73.43487154,4.377170941,17.48981011,78.26637753,1100,Hyderabad,21-Sep-19,30-Jan-20,28-Apr-43
VIM-1102,Campus Share,80.76541774,10.8976201,17.2103127,78.59060075,1101,Hyderabad,28-Sep-19,30-Dec-19,9-Nov-43
VIM-1103,Qquick,76.23867961,83.92685082,17.37207196,78.5978104,1102,Hyderabad,27-Dec-19,31-Dec-19,14-Sep-42
VIM-1104,Campus Share,78.66234476,97.98305338,17.67629012,78.50867238,1103,Hyderabad,18-Nov-19,20-Dec-19,13-Nov-43
VIM-1105,Vogo,70.85387766,62.39211188,17.09455801,78.84563891,1104,Hyderabad,31-Aug-19,10-Jan-20,20-Oct-40
VIM-1106,Q.Te Bikes,81.54960182,36.14803866,17.56752725,78.84208671,1105,Hyderabad,8-Aug-19,7-Jan-20,4-Apr-42
VIM-1107,Napino-Bajaj,74.04742842,63.8793468,17.57446775,78.35774249,1106,Hyderabad,10-Jan-20,28-Jan-20,17-Aug-42
VIM-1108,Napino-Hero,76.39385973,56.69777671,17.69184043,78.29209862,1107,Hyderabad,3-Jan-20,26-Dec-19,28-Feb-44
VIM-1109,Campus Share,81.7656458,81.60446354,17.69228039,78.37279526,1108,Hyderabad,9-Sep-19,20-Jan-20,8-Jan-45
VIM-1110,Q.Te Bikes,70.95429121,89.77357077,17.16650243,78.68593581,1109,Hyderabad,21-Jan-20,13-Dec-19,13-Aug-42
VIM-1111,Vogo,72.8607188,90.22445634,17.04634654,78.81529327,1110,Hyderabad,20-Dec-19,1-Jan-20,8-Sep-41
VIM-1112,Vogo,81.33508307,8.620360759,16.98682828,78.60592584,1111,Hyderabad,21-Jan-20,28-Jan-20,13-Aug-41
VIM-1113,Evy Mobility,81.38806259,65.03382716,17.04440746,78.50960276,1112,Hyderabad,25-Aug-19,15-Dec-19,1-Feb-45
VIM-1114,Napino-Bajaj,74.07173329,27.17729287,17.65850234,78.52124837,1113,Hyderabad,12-Jan-20,2-Jan-20,9-Aug-42
VIM-1115,Campus Share,69.72411662,82.94048393,17.20086357,78.65637216,1114,Hyderabad,6-Oct-19,3-Jan-20,29-Jan-45
VIM-1116,Kerala Automotive Limited,69.12722571,64.45351406,17.24756967,78.57391552,1115,Hyderabad,25-Sep-19,27-Jan-20,26-Jul-43
VIM-1117,Campus Share,81.65032769,96.19673519,17.43247735,78.54634211,1116,Hyderabad,29-Aug-19,23-Dec-19,11-Jul-42
VIM-1118,Campus Share,81.02979804,5.371507798,17.67746968,78.74250284,1117,Hyderabad,17-Sep-19,8-Jan-20,13-Sep-40
VIM-1119,Q.Te Bikes,75.74653066,88.9603419,17.62137019,78.52048178,1118,Hyderabad,10-Sep-19,14-Jan-20,26-Sep-42
VIM-1120,Qquick,76.92073365,19.79385933,17.66334667,78.76594344,1119,Hyderabad,13-Sep-19,15-Jan-20,25-Dec-42
VIM-1121,Napino-Hero,79.37508649,37.88396883,17.36235736,78.32447204,1120,Hyderabad,18-Dec-19,26-Jan-20,29-Nov-43
VIM-1122,Kerala Automotive Limited,74.40560439,34.42189468,17.36455483,78.33248645,1121,Hyderabad,31-Aug-19,24-Dec-19,17-Feb-41
VIM-1123,Qquick,75.02685622,33.96395019,17.57974717,78.29055659,1122,Hyderabad,13-Aug-19,26-Dec-19,16-Feb-42
VIM-1124,Napino-Bajaj,81.28822815,99.35219207,17.69552825,78.27459292,1123,Hyderabad,20-Dec-19,6-Jan-20,11-Apr-43
VIM-1125,Napino-Bajaj,79.97976335,82.88769927,17.47171402,78.75992207,1124,Hyderabad,16-Nov-19,4-Jan-20,24-Oct-44
VIM-1126,Qquick,73.19778773,5.985180569,17.12900324,78.24918445,1125,Hyderabad,4-Dec-19,9-Dec-19,4-Oct-42
VIM-1127,Napino-Bajaj,72.53538079,68.78211928,17.59411474,78.08906757,1126,Hyderabad,6-Nov-19,1-Feb-20,17-May-44
VIM-1128,Napino-Hero,81.51953985,65.46949621,17.72141891,78.48707477,1127,Hyderabad,25-Nov-19,14-Jan-20,24-Aug-41
VIM-1129,Vecmocon Technologies,78.54441229,42.41946456,17.4069486,78.84613135,1128,Hyderabad,3-Dec-19,5-Dec-19,17-Sep-42
VIM-1130,Vogo,69.7912845,12.14227501,17.35107491,78.70374035,1129,Hyderabad,4-Dec-19,2-Jan-20,28-Oct-41
VIM-1131,Vogo,74.82393528,23.70122724,17.51033782,78.82504171,1130,Hyderabad,25-Dec-19,2-Jan-20,19-Aug-42
VIM-1132,Bounce Share,81.95738189,43.31060007,17.72829754,78.37449636,1131,Hyderabad,15-Sep-19,27-Dec-19,8-Nov-44
VIM-1133,Q.Te Bikes,77.77811589,82.52370262,17.39161825,78.41602166,1132,Hyderabad,10-Sep-19,12-Jan-20,7-Nov-41
VIM-1134,Bounce Share,73.05424023,22.39209454,17.25497331,78.70276874,1133,Hyderabad,2-Jan-20,6-Dec-19,15-May-43
VIM-1135,Campus Share,69.63676442,9.453773044,17.5025498,78.21209924,1134,Hyderabad,13-Oct-19,10-Dec-19,20-Sep-41
VIM-1136,Vogo,80.33416754,13.11792091,17.39051521,78.53616121,1135,Hyderabad,20-Jan-20,30-Dec-19,27-Sep-40
VIM-1137,Vogo,79.35313135,99.40430364,17.56894562,78.16027247,1136,Hyderabad,5-Dec-19,28-Dec-19,10-Sep-40
VIM-1138,Kerala Automotive Limited,70.85041456,85.92851286,17.06973999,78.52973604,1137,Hyderabad,17-Sep-19,6-Jan-20,16-Mar-44
VIM-1139,Q.Te Bikes,77.8422617,77.932744,17.2951872,78.4938311,1138,Hyderabad,30-Sep-19,26-Jan-20,8-Jun-43
VIM-1140,Vecmocon Technologies,69.44025419,6.722399696,17.028709,78.12028067,1139,Hyderabad,29-Nov-19,16-Jan-20,28-Aug-43
VIM-1141,Campus Share,73.3189206,75.04093521,17.02705389,78.6424649,1140,Hyderabad,15-Jan-20,13-Dec-19,8-Oct-44
VIM-1142,Q.Te Bikes,73.75243064,27.12815379,17.09389765,78.84638524,1141,Hyderabad,15-Dec-19,14-Jan-20,23-Feb-44
VIM-1143,Napino-Bajaj,77.87822261,84.12821338,17.32556498,78.79179038,1142,Hyderabad,23-Oct-19,23-Jan-20,21-Apr-42
VIM-1144,Q.Te Bikes,80.26108628,69.40132217,17.66642717,78.40896367,1143,Hyderabad,11-Sep-19,4-Jan-20,10-Sep-41
VIM-1145,Bounce Share,77.69948634,24.63666636,17.46150977,78.13513556,1144,Hyderabad,24-Aug-19,27-Jan-20,5-Mar-41
VIM-1146,Qquick,72.25917353,96.65916972,17.7380702,78.78602586,1145,Hyderabad,4-Jan-20,11-Jan-20,28-Dec-41
VIM-1147,Qquick,71.87102307,35.7416098,17.50567368,78.44418359,1146,Hyderabad,10-Aug-19,2-Dec-19,27-Oct-41
VIM-1148,Campus Share,80.54056546,6.903906565,17.40090912,78.7921912,1147,Hyderabad,21-Oct-19,15-Jan-20,13-Jun-42
VIM-1149,Vecmocon Technologies,75.80514215,18.60792818,17.7411733,78.21469897,1148,Hyderabad,21-Sep-19,8-Dec-19,16-Sep-41
VIM-1150,Napino-Bajaj,76.94709163,78.91234935,17.16686463,78.45948295,1149,Hyderabad,22-Aug-19,12-Dec-19,7-Aug-42
VIM-1151,Napino-Bajaj,73.34869011,20.62866401,17.63654774,78.86536001,1150,Hyderabad,8-Oct-19,30-Dec-19,8-Oct-44
